Sample_ID,Date,Location,Species_Code,Latin_genus,Latin_species,Genus_species,Gasex_typeOrSequence,TleafDegC_canopy,TleafDegCpreSpec,TleafDegCpostSpec,Photo_num,Canopy_position,General_Comments
BNL11039,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 5,27.3,26.9,29.8,IMG_0430,sunlit,
BNL10919,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 6,27,26.4,28,IMG_0452,sunlit,
BNL10916,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 6,26.3,26,29.2,IMG_0440,sunlit,
BNL10958,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Pre-dawn LWP,24.5,29,36,IMG_0327,sunlit,
BNL10976,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Pre-dawn LWP,25,28.6,30.2,IMG_0325,sunlit,
BNL10983,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Pre-dawn LWP,25,28.7,33.7,IMG_0333,sunlit,
BNL10942,3/11/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,NA,31,33.9,IMG_0498,sunlit,
BNL11080,3/11/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,NA,32.7,35.7,IMG_0506,sunlit,
BNL11105,3/11/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,NA,30.1,30.3,IMG_0489,sunlit,
BNL11137,3/11/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,NA,32,33.5,IMG_0503,sunlit,
BNL11603,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,,28.7,29.9,KE_P1130125,sunlit,
BNL11604,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,,28.4,31.1,KE_P1130126,sunlit,
BNL11759,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,,32.3,33.3,"KE_P1130112, 113",sunlit,
BNL11760,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,,32,33.2,KE_P1130114,sunlit,
BNL11715,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 1,26.8,28.5,30.3,IMG_1878,sunlit,"Comment by JW ""new"". Assume young leaf. "
BNL11716,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 1,26.7,29.2,30.8,IMG_1877,sunlit,
BNL11743,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 2,28.9,29.9,31,IMG_1888; IMG_1889,sunlit,
BNL11744,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 2,27.7,30.5,33.2,IMG_1904,sunlit,
BNL11803,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 3,28.2,30.4,34.1,KE_P1130104,sunlit,
BNL11804,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 3,28.6,30.1,31.1,KE_P1130101,sunlit,
BNL11726,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 4,29.5,27.1,29.5,KE_P1130130,sunlit,
BNL11725,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 4,31.3,28.3,30.9,KE_P1130121,sunlit,
BNL11812,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 5,31.3,27.4,29.6,KE_P1130140,sunlit,
BNL11520,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 5,29.5,27.3,31.9,KE_P1130139,sunlit,
BNL11509,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 6,28.5,27.8,31.4,KE_P1130153,sunlit,
BNL11515,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 6,29.2,27.6,29.7,KE_P1130163,sunlit,
BNL11609,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 7,26.8,26.9,29.1,KE_P1130171,sunlit,
BNL11610,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 7,26.5,26.8,28.6,KE_P1130173,sunlit,
BNL11625,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 8,28,27.4,29.4,KE_P1130191,sunlit,
BNL11626,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 8,27.4,27.7,28.8,KE_P1130194,sunlit,
BNL11525,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Pre-dawn LWP,26.1,27.7,29.6,07.49.31,sunlit,
BNL11529,4/21/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Pre-dawn LWP,26,27,30.1,07.20.18; 07.20.21-1,sunlit,
BNL11644,4/22/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,,29.4,30.6,15.17.02,sunlit,
BNL10595,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 944,sunlit,
BNL10596,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 954,sunlit,
BNL10597,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 956,sunlit,
BNL10598,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 953,sunlit,
BNL10599,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 947,sunlit,
BNL10600,2/16/16,PA-SLZ,,,,,Jin Demography,,,,NA,sunlit,
BNL10644,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 958,sunlit,
BNL10645,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 957,sunlit,
BNL10646,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 960,sunlit,
BNL10647,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 961,sunlit,
BNL10648,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 969,sunlit,
BNL10649,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 975,sunlit,
BNL10650,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 972,sunlit,
BNL10659,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 971,sunlit,
BNL10687,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 970,sunlit,
BNL10692,2/16/16,PA-SLZ,,,,,Jin Demography,,,,Nikon; 973,sunlit,
BNL10693,2/16/16,PA-SLZ,,,,,Jin Demography,,28.4,28.6,Nikon; 979,sunlit,
BNL10694,2/16/16,PA-SLZ,,,,,Jin Demography,,,,NA,sunlit,
BNL10695,2/16/16,PA-SLZ,,,,,Jin Demography,,28.1,28.5,Nikon; 978,sunlit,
BNL10696,2/16/16,PA-SLZ,,,,,Jin Demography,,28.1,29.7,Nikon; 977,sunlit,
