SampleID,Site,Latitude,Longitude,Sample_Type,Date,Species_Number,Species_ID,Full_Species_Name,Genus,Species,Leaf_Age,Canopy_Position,Light_Exposure
BNL12915,SB2,18.302924,-65.787412,Chem,20170308,1946,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Young,Upper,Sunlit
BNL12915T,SB2,18.302924,-65.787412,Chem,20170308,1946,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Young,Upper,Sunlit
BNL12916,SB2,18.302924,-65.787412,Chem,20170308,1946,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Old,Upper,Sunlit
BNL12916T,SB2,18.302924,-65.787412,Chem,20170308,1946,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Old,Upper,Sunlit
BNL12917,SB2,18.302924,-65.787412,Chem,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Young,Mid,Part_Sun
BNL12917T,SB2,18.302924,-65.787412,Chem,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Young,Mid,Part_Sun
BNL12918,SB2,18.302924,-65.787412,Spectra,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Mature,-9999,-9999
BNL12918T,SB2,18.302924,-65.787412,Spectra,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Mature,-9999,-9999
BNL12919,SB2,18.302924,-65.787412,Chem,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Old,Mid,Part_Sun
BNL12919T,SB2,18.302924,-65.787412,Chem,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Old,Mid,Part_Sun
BNL12920,SB2,18.302924,-65.787412,Chem,20170308,1852,CAL-CAL,calophyllum calaba,calophyllum,calaba,Young,Lower,Shaded
BNL12920T,SB2,18.302924,-65.787412,Chem,20170308,1852,CAL-CAL,calophyllum calaba,calophyllum,calaba,Young,Lower,Shaded
BNL12921,SB2,18.302924,-65.787412,Chem,20170308,1852,CAL-CAL,calophyllum calaba,calophyllum,calaba,Old,Lower,Shaded
BNL12921T,SB2,18.302924,-65.787412,Chem,20170308,1852,CAL-CAL,calophyllum calaba,calophyllum,calaba,Old,Lower,Shaded
BNL12922,SB2,18.302924,-65.787412,Chem,20170308,74,TAB-HET,Tabebuia heterophylla (DC.) Britton,Tabebuia,heterophylla (DC.) Britton,Old,Lower,Shaded
BNL12922T,SB2,18.302924,-65.787412,Chem,20170308,74,TAB-HET,Tabebuia heterophylla (DC.) Britton,Tabebuia,heterophylla (DC.) Britton,Old,Lower,Shaded
BNL12923,SB2,18.302924,-65.787412,Chem,20170308,1287,CAL-CAL,calophyllum calaba,calophyllum,calaba,Young,Lower,Shaded
BNL12923T,SB2,18.302924,-65.787412,Chem,20170308,1287,CAL-CAL,calophyllum calaba,calophyllum,calaba,Young,Lower,Shaded
BNL12924,SB2,18.302924,-65.787412,Chem,20170308,1287,CAL-CAL,calophyllum calaba,calophyllum,calaba,Old,Lower,Shaded
BNL12924T,SB2,18.302924,-65.787412,Chem,20170308,1287,CAL-CAL,calophyllum calaba,calophyllum,calaba,Old,Lower,Shaded
BNL12925,SB2,18.302924,-65.787412,Chem,20170308,155,ALC-LAT,Alchornea latifolia Sw,Alchornea,latifolia Sw.,Mature,Mid,Part_Sun
BNL12925T,SB2,18.302924,-65.787412,Chem,20170308,155,ALC-LAT,Alchornea latifolia Sw,Alchornea,latifolia Sw.,Mature,Mid,Part_Sun
BNL12926,SB2,18.302924,-65.787412,Chem,20170309,155,ALC-LAT,Alchornea latifolia Sw,Alchornea,latifolia Sw.,Old,Mid,Part_Sun
BNL12926T,SB2,18.302924,-65.787412,Chem,20170309,155,ALC-LAT,Alchornea latifolia Sw,Alchornea,latifolia Sw.,Old,Mid,Part_Sun
